vote_id,milestone_id,backer_id,vote_weight,approval,voted_at
befa76ba-2619-47ae-87d5-e03c53f563de,e2d6ae55-c49c-4544-9472-5f47e9022634,204e78b9-ea44-4522-99a7-f0255068b85e,16231.21,1,2025-07-01 20:57:52
65e96621-791e-4231-890e-695e64b53b50,e2d6ae55-c49c-4544-9472-5f47e9022634,f0e352b3-7f8d-478f-9106-ebbb1b27775e,9072.43,1,2025-06-27 20:57:52
0fedf842-8584-463e-9b7b-2e8911bb5d52,e2d6ae55-c49c-4544-9472-5f47e9022634,7bc9e122-7111-4994-ad35-7e693a68c936,16933.07,1,2025-06-27 20:57:52
3cf10cc2-a2af-4fc8-b42d-8c4b30d53752,e2d6ae55-c49c-4544-9472-5f47e9022634,ac6e4be8-aed0-4d6d-8340-48075b95bc38,2072.17,1,2025-06-29 20:57:52
8e30a223-de48-47bc-8e44-c5c542dd8eb5,e2d6ae55-c49c-4544-9472-5f47e9022634,765f200c-cc07-46a7-8b23-28ac9ccc6cdc,4423.01,1,2025-06-30 20:57:52
e4694f7f-16b5-4ebf-a421-9936fb36734a,e2d6ae55-c49c-4544-9472-5f47e9022634,1499cfe7-2131-4bce-91dc-fbc65fd439db,582.04,1,2025-06-30 20:57:52
e34e7ffe-1ff9-4df7-ad7f-5afc0e416b3c,e2d6ae55-c49c-4544-9472-5f47e9022634,d24b6931-04cb-4b36-be6a-aea7cffd4d1d,5735.93,1,2025-06-28 20:57:52
8e90b414-5408-434a-92d2-8b9111181e32,985715e0-7d9a-4d35-bd51-39f4ceca6c9f,76daaa24-cee6-4a24-a996-f43920634279,8394.75,1,2025-12-05 17:36:34
e06a0b35-4715-4ce9-b9fb-61e5b4a2b8e2,985715e0-7d9a-4d35-bd51-39f4ceca6c9f,3a689d74-ade4-4983-9556-a610356f846b,3286.07,0,2025-12-08 17:36:34
cff62807-2063-41d7-9a0d-9ece9489fa72,985715e0-7d9a-4d35-bd51-39f4ceca6c9f,059c6788-9cb8-476a-888e-f5dcca662832,7085.27,1,2025-12-04 17:36:34
48af3309-1694-429b-89a1-fb9b46d86071,985715e0-7d9a-4d35-bd51-39f4ceca6c9f,37985803-0226-481c-bf4a-c28a0d48ac1a,7595.82,1,2025-12-07 17:36:34
88c8c3f4-904c-4039-b85b-d202ad1224c0,985715e0-7d9a-4d35-bd51-39f4ceca6c9f,dc9ba8fa-a0fd-48e7-a8e5-83773163eb6f,6196.1,1,2025-12-06 17:36:34
da076ec6-96bd-43b5-abc0-518591b52241,985715e0-7d9a-4d35-bd51-39f4ceca6c9f,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,8027.71,1,2025-12-04 17:36:34
4ffdb3b0-5f11-4166-82b9-c8a1971e2def,985715e0-7d9a-4d35-bd51-39f4ceca6c9f,13dfd635-2f32-4b4a-b122-531e0bf6de3b,6903.26,1,2025-12-04 17:36:34
453a7875-e73a-4295-92fc-e41785580957,94f4ccdb-358f-40e2-bf30-148d82bc35d2,76daaa24-cee6-4a24-a996-f43920634279,8394.75,1,2026-01-04 17:36:34
4a8e6fcb-b84d-44b8-83e1-2638980f7e98,94f4ccdb-358f-40e2-bf30-148d82bc35d2,3a689d74-ade4-4983-9556-a610356f846b,3286.07,1,2026-01-03 17:36:34
a14ac2e4-7fcf-469e-a932-b95b15958d82,94f4ccdb-358f-40e2-bf30-148d82bc35d2,059c6788-9cb8-476a-888e-f5dcca662832,7085.27,1,2026-01-04 17:36:34
8965acf2-b527-4699-ad7a-4eea7f188237,94f4ccdb-358f-40e2-bf30-148d82bc35d2,37985803-0226-481c-bf4a-c28a0d48ac1a,7595.82,0,2026-01-05 17:36:34
d958eda9-b9c8-4e6c-8891-63ca4401512b,94f4ccdb-358f-40e2-bf30-148d82bc35d2,dc9ba8fa-a0fd-48e7-a8e5-83773163eb6f,6196.1,1,2026-01-06 17:36:34
b13bbc4e-dd51-462a-bc00-16afd83bb455,94f4ccdb-358f-40e2-bf30-148d82bc35d2,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,8027.71,1,2026-01-04 17:36:34
8b37d950-19f6-4ebc-8764-d3b1c1b7d78e,94f4ccdb-358f-40e2-bf30-148d82bc35d2,13dfd635-2f32-4b4a-b122-531e0bf6de3b,6903.26,1,2026-01-05 17:36:34
175d4461-f4cc-4363-a39f-9503c7cd9365,3399b825-a8ba-4cfd-9f17-6c73635433df,76daaa24-cee6-4a24-a996-f43920634279,8394.75,1,2026-02-03 17:36:34
b98be808-fe1a-4244-997d-c7626adc1703,3399b825-a8ba-4cfd-9f17-6c73635433df,3a689d74-ade4-4983-9556-a610356f846b,3286.07,1,2026-02-03 17:36:34
81ad0027-8e64-438e-af6c-de5017275ea5,3399b825-a8ba-4cfd-9f17-6c73635433df,059c6788-9cb8-476a-888e-f5dcca662832,7085.27,1,2026-02-04 17:36:34
c7e8a71a-62d9-4fb1-98d7-bcdf8c105f75,3399b825-a8ba-4cfd-9f17-6c73635433df,37985803-0226-481c-bf4a-c28a0d48ac1a,7595.82,1,2026-02-03 17:36:34
c663c366-f7c0-40a9-8d72-871f1fbac611,3399b825-a8ba-4cfd-9f17-6c73635433df,dc9ba8fa-a0fd-48e7-a8e5-83773163eb6f,6196.1,1,2026-02-06 17:36:34
f321715f-7d24-467d-a90e-b995bd7c8911,3399b825-a8ba-4cfd-9f17-6c73635433df,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,8027.71,1,2026-02-04 17:36:34
321f28b4-6517-4e44-89f8-1a375be7c0cd,3399b825-a8ba-4cfd-9f17-6c73635433df,13dfd635-2f32-4b4a-b122-531e0bf6de3b,6903.26,0,2026-02-02 17:36:34
c0d1fafe-0b6c-494a-a279-fc7a071c132b,733e0027-494e-46b1-9b7e-a2deae3b8173,76daaa24-cee6-4a24-a996-f43920634279,8394.75,1,2026-03-04 17:36:34
d5c4e5af-c57a-4a1e-bde8-fbab4da115f3,733e0027-494e-46b1-9b7e-a2deae3b8173,3a689d74-ade4-4983-9556-a610356f846b,3286.07,1,2026-03-05 17:36:34
2c7a729f-193c-4477-b2ca-10fdfd6fa8e8,733e0027-494e-46b1-9b7e-a2deae3b8173,059c6788-9cb8-476a-888e-f5dcca662832,7085.27,1,2026-03-07 17:36:34
2b76c97a-d1d3-4481-8f3f-ad456b27ddcd,733e0027-494e-46b1-9b7e-a2deae3b8173,37985803-0226-481c-bf4a-c28a0d48ac1a,7595.82,1,2026-03-05 17:36:34
a6ba1630-0130-422e-8f65-3b8f793a00cc,733e0027-494e-46b1-9b7e-a2deae3b8173,dc9ba8fa-a0fd-48e7-a8e5-83773163eb6f,6196.1,1,2026-03-06 17:36:34
8ffe01f7-a60d-46f4-906c-785220d0a0f5,733e0027-494e-46b1-9b7e-a2deae3b8173,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,8027.71,1,2026-03-07 17:36:34
1a45225a-2a42-4dbd-aadd-de7f3cb9432a,733e0027-494e-46b1-9b7e-a2deae3b8173,13dfd635-2f32-4b4a-b122-531e0bf6de3b,6903.26,1,2026-03-06 17:36:34
31c3552b-c445-4a9f-8b93-bd387624de96,302ec7ba-0143-49bb-881f-93d267accc56,2ea8c814-94bf-449f-b51c-1b7c5cfa9397,8642.33,1,2026-02-09 11:46:56
3034c6bf-6fba-4b20-a158-a86ff9400c8f,302ec7ba-0143-49bb-881f-93d267accc56,9bad450a-90a1-464c-83fd-fc4b3dac7d85,6930.65,1,2026-02-09 11:46:56
87bc63d7-6b8d-4d52-b0b4-8714474108a2,302ec7ba-0143-49bb-881f-93d267accc56,d096c6b5-f10c-4e03-a310-d3416c46c51d,4287.2,0,2026-02-09 11:46:56
35a541b1-eb56-4fa3-8f56-82e74e5d3650,302ec7ba-0143-49bb-881f-93d267accc56,5e6ee33a-19c9-4281-a892-1a4c34c6fcc3,4230.26,1,2026-02-06 11:46:56
0f2915f9-7ec1-46f4-a82c-046d13e78006,89803e6b-2bf6-44ce-962f-6cac9fe63bdd,2ea8c814-94bf-449f-b51c-1b7c5cfa9397,8642.33,1,2026-03-09 11:46:56
6052a3b3-79b0-4cc2-ac05-9c0adfedb313,89803e6b-2bf6-44ce-962f-6cac9fe63bdd,9bad450a-90a1-464c-83fd-fc4b3dac7d85,6930.65,1,2026-03-08 11:46:56
4315db14-c5e5-4bea-a54f-94ee68dd9f8c,89803e6b-2bf6-44ce-962f-6cac9fe63bdd,d096c6b5-f10c-4e03-a310-d3416c46c51d,4287.2,0,2026-03-11 11:46:56
f22607a1-8c8c-4f58-9920-0c5b8758e044,89803e6b-2bf6-44ce-962f-6cac9fe63bdd,5e6ee33a-19c9-4281-a892-1a4c34c6fcc3,4230.26,1,2026-03-11 11:46:56
d6a32743-52f5-4a2f-93f3-651f71fa6a1d,621c4ebf-95be-4320-ae27-3d043c7f525c,2ea8c814-94bf-449f-b51c-1b7c5cfa9397,8642.33,1,2026-04-07 11:46:56
4125aff0-bf3a-4929-a2da-a7b9342b9d9e,621c4ebf-95be-4320-ae27-3d043c7f525c,9bad450a-90a1-464c-83fd-fc4b3dac7d85,6930.65,1,2026-04-09 11:46:56
8fcfe04d-b548-44d2-888f-d475fd3313d8,621c4ebf-95be-4320-ae27-3d043c7f525c,d096c6b5-f10c-4e03-a310-d3416c46c51d,4287.2,1,2026-04-07 11:46:56
b3270a72-478d-4fdf-9176-2a957b72fda9,621c4ebf-95be-4320-ae27-3d043c7f525c,5e6ee33a-19c9-4281-a892-1a4c34c6fcc3,4230.26,1,2026-04-11 11:46:56
1913e05f-b0dc-4037-bc1e-804d72e2777e,ecc13d49-5f70-42ff-9126-bea4d92726f7,2ea8c814-94bf-449f-b51c-1b7c5cfa9397,8642.33,1,2026-05-10 11:46:56
b2bc5ba8-4e35-49d1-91f0-1be273d6258b,ecc13d49-5f70-42ff-9126-bea4d92726f7,9bad450a-90a1-464c-83fd-fc4b3dac7d85,6930.65,1,2026-05-07 11:46:56
0a829f14-a6c1-417c-b090-707e901f968c,ecc13d49-5f70-42ff-9126-bea4d92726f7,d096c6b5-f10c-4e03-a310-d3416c46c51d,4287.2,1,2026-05-09 11:46:56
7c52e93d-cd63-43b2-81db-53ea27a7fdd7,ecc13d49-5f70-42ff-9126-bea4d92726f7,5e6ee33a-19c9-4281-a892-1a4c34c6fcc3,4230.26,1,2026-05-08 11:46:56
c3904ccd-4da5-4c6f-8c9a-ea0b4103992d,34362699-754e-4758-810b-0a284ccf0e30,33fa1fe5-a6d3-4213-b2fb-90b40257259f,47664.39,1,2025-12-17 13:43:11
a3ce8d37-4a32-4cc5-a37f-b006d4b09ebc,34362699-754e-4758-810b-0a284ccf0e30,10ca1b80-888b-4cab-a51d-37f7fcd962d8,25691.36,1,2025-12-17 13:43:11
b5945ab0-fe3a-4716-a76a-d67db941ea95,34362699-754e-4758-810b-0a284ccf0e30,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,32261.46,0,2025-12-15 13:43:11
2fd38bc8-e826-4972-80af-2bbb3f400a2e,34362699-754e-4758-810b-0a284ccf0e30,4c5cdb86-231c-4c26-b415-74572ed65dd0,49791.42,1,2025-12-15 13:43:11
60c77732-4d3f-49ff-b655-47b931a4dcef,34362699-754e-4758-810b-0a284ccf0e30,5ea69b3a-bbb2-42e2-91a9-87c61e338e0a,43186.64,1,2025-12-14 13:43:11
c38f9d2a-ed28-46ba-9438-0925176c2aa7,d354c6b3-65b1-4fb1-97dc-8404f200002d,33fa1fe5-a6d3-4213-b2fb-90b40257259f,47664.39,1,2026-01-16 13:43:11
daa4d1fc-6bab-4933-b814-25b7d72c3bed,d354c6b3-65b1-4fb1-97dc-8404f200002d,10ca1b80-888b-4cab-a51d-37f7fcd962d8,25691.36,1,2026-01-16 13:43:11
83efe36e-41fe-452c-85d6-203fd90cf679,d354c6b3-65b1-4fb1-97dc-8404f200002d,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,32261.46,1,2026-01-12 13:43:11
5da9bfca-17b5-4b56-ab72-2137327ba516,d354c6b3-65b1-4fb1-97dc-8404f200002d,4c5cdb86-231c-4c26-b415-74572ed65dd0,49791.42,1,2026-01-16 13:43:11
41c4e25a-50de-45f3-8bf7-4e8550d397cd,d354c6b3-65b1-4fb1-97dc-8404f200002d,5ea69b3a-bbb2-42e2-91a9-87c61e338e0a,43186.64,1,2026-01-16 13:43:11
df2844a9-c03d-4f6a-96dd-c6ff4f86fd93,5c2f769e-492c-4da1-8fd6-53bfa193af41,33fa1fe5-a6d3-4213-b2fb-90b40257259f,47664.39,1,2026-02-14 13:43:11
a630c6ba-37fb-4e7f-be1f-aa43810fff93,5c2f769e-492c-4da1-8fd6-53bfa193af41,10ca1b80-888b-4cab-a51d-37f7fcd962d8,25691.36,1,2026-02-13 13:43:11
c5969014-7e24-4564-8bd9-5d293ea99c96,5c2f769e-492c-4da1-8fd6-53bfa193af41,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,32261.46,1,2026-02-13 13:43:11
fd62831d-1c57-4148-ad54-c22aa51ed394,5c2f769e-492c-4da1-8fd6-53bfa193af41,4c5cdb86-231c-4c26-b415-74572ed65dd0,49791.42,0,2026-02-15 13:43:11
6e0f3592-b643-4916-ba82-11ee6097dd81,5c2f769e-492c-4da1-8fd6-53bfa193af41,5ea69b3a-bbb2-42e2-91a9-87c61e338e0a,43186.64,1,2026-02-12 13:43:11
6c6eb12b-8af0-4513-899f-6f4a6b98b7de,2444f35d-b773-4b6a-a116-fabd3a720ea1,33fa1fe5-a6d3-4213-b2fb-90b40257259f,47664.39,1,2026-03-17 13:43:11
fba9afab-c33f-41a5-8035-b50603a04f47,2444f35d-b773-4b6a-a116-fabd3a720ea1,10ca1b80-888b-4cab-a51d-37f7fcd962d8,25691.36,1,2026-03-15 13:43:11
62ec7443-8901-40cb-be79-be5ac86f7853,2444f35d-b773-4b6a-a116-fabd3a720ea1,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,32261.46,1,2026-03-13 13:43:11
f6d6de50-3f77-4f45-92e5-2067c58abd1b,2444f35d-b773-4b6a-a116-fabd3a720ea1,4c5cdb86-231c-4c26-b415-74572ed65dd0,49791.42,0,2026-03-17 13:43:11
52ed8188-e75c-4443-828c-dad90a2d1a40,2444f35d-b773-4b6a-a116-fabd3a720ea1,5ea69b3a-bbb2-42e2-91a9-87c61e338e0a,43186.64,1,2026-03-17 13:43:11
6cc5a4c8-3053-4ce3-b666-5d18feea5e00,1f1fc012-fbe8-49ba-a988-be504d66c591,33fa1fe5-a6d3-4213-b2fb-90b40257259f,47664.39,1,2026-04-12 13:43:11
086af856-b05b-452c-8c9a-eb5a555031d0,1f1fc012-fbe8-49ba-a988-be504d66c591,10ca1b80-888b-4cab-a51d-37f7fcd962d8,25691.36,1,2026-04-13 13:43:11
774ebd0a-11ef-409e-8b28-c62e90d09fb1,1f1fc012-fbe8-49ba-a988-be504d66c591,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,32261.46,0,2026-04-12 13:43:11
444d0242-a40e-412b-8331-c1df24cd22eb,1f1fc012-fbe8-49ba-a988-be504d66c591,4c5cdb86-231c-4c26-b415-74572ed65dd0,49791.42,1,2026-04-13 13:43:11
dad490ba-09c6-41b8-9589-f96cdedbef07,1f1fc012-fbe8-49ba-a988-be504d66c591,5ea69b3a-bbb2-42e2-91a9-87c61e338e0a,43186.64,0,2026-04-15 13:43:11
b6df0c40-1d54-4b8d-8e0e-957e5306c7ce,f81e8da8-6050-4d52-9809-8507ebda3f27,e5315912-8421-438f-93d3-71111e7168c3,23275.31,1,2025-12-24 03:28:15
e7832056-d26f-47df-958b-6744b963452d,f81e8da8-6050-4d52-9809-8507ebda3f27,48fc9d41-0e6f-4fdb-9904-43627276b8f5,6223.77,1,2025-12-25 03:28:15
a429aea0-9398-492d-bcf4-6bc56e8277e8,f81e8da8-6050-4d52-9809-8507ebda3f27,3a689d74-ade4-4983-9556-a610356f846b,14244.61,1,2025-12-22 03:28:15
7a317fcc-2e07-4e11-951d-1b783121994e,f81e8da8-6050-4d52-9809-8507ebda3f27,fafa2f18-f005-43a6-bd93-8f7d7312b6f4,22912.98,1,2025-12-25 03:28:15
724411c3-c5b3-4f94-806a-e2f9be9ed8a9,f81e8da8-6050-4d52-9809-8507ebda3f27,b9b75a33-dc12-47c3-9f3a-c061dfd2b6ef,14757.98,1,2025-12-23 03:28:15
acd6ef0e-ae9a-44e6-9550-b29c9ad4ad0f,a869da46-9f45-4646-92b6-be4b8add3834,e5315912-8421-438f-93d3-71111e7168c3,23275.31,1,2026-01-21 03:28:15
37e58927-9aa7-4fe9-bd7c-7b46332af85e,a869da46-9f45-4646-92b6-be4b8add3834,48fc9d41-0e6f-4fdb-9904-43627276b8f5,6223.77,1,2026-01-24 03:28:15
e6c4a3b6-9f76-481e-b72b-cd00a2289edc,a869da46-9f45-4646-92b6-be4b8add3834,3a689d74-ade4-4983-9556-a610356f846b,14244.61,1,2026-01-23 03:28:15
6a5d921f-f147-49c0-a175-b3de7c95c1a1,a869da46-9f45-4646-92b6-be4b8add3834,fafa2f18-f005-43a6-bd93-8f7d7312b6f4,22912.98,1,2026-01-21 03:28:15
9f25074c-2c82-47f3-aaae-7416a45be8ee,a869da46-9f45-4646-92b6-be4b8add3834,b9b75a33-dc12-47c3-9f3a-c061dfd2b6ef,14757.98,1,2026-01-22 03:28:15
38775dbc-e33b-461d-9804-83ad4400a2b9,fcddb264-36a3-4bca-9b8f-d31dc9eb407f,e5315912-8421-438f-93d3-71111e7168c3,23275.31,1,2026-02-24 03:28:15
acea8089-52b7-448d-9098-6a50b3d7c314,fcddb264-36a3-4bca-9b8f-d31dc9eb407f,48fc9d41-0e6f-4fdb-9904-43627276b8f5,6223.77,1,2026-02-24 03:28:15
7e116297-e490-4fce-8ba3-10e899f25d00,fcddb264-36a3-4bca-9b8f-d31dc9eb407f,3a689d74-ade4-4983-9556-a610356f846b,14244.61,1,2026-02-23 03:28:15
25987bdd-77f7-4b5f-bdc3-62424f427d8b,fcddb264-36a3-4bca-9b8f-d31dc9eb407f,fafa2f18-f005-43a6-bd93-8f7d7312b6f4,22912.98,1,2026-02-23 03:28:15
687a20af-b4e3-4a31-acd9-7f8d7647f67c,fcddb264-36a3-4bca-9b8f-d31dc9eb407f,b9b75a33-dc12-47c3-9f3a-c061dfd2b6ef,14757.98,1,2026-02-24 03:28:15
c2086e07-0c42-4b47-9210-63dd1eefff29,51175614-4fa0-49bc-9123-1e0e6f4d36fa,e5315912-8421-438f-93d3-71111e7168c3,23275.31,1,2026-03-25 03:28:15
f73c7e61-8765-42f0-aa7c-5929a021adf8,51175614-4fa0-49bc-9123-1e0e6f4d36fa,48fc9d41-0e6f-4fdb-9904-43627276b8f5,6223.77,1,2026-03-23 03:28:15
116c6599-c61c-44ca-bb3d-b0aa8f3371be,51175614-4fa0-49bc-9123-1e0e6f4d36fa,3a689d74-ade4-4983-9556-a610356f846b,14244.61,1,2026-03-25 03:28:15
c432866f-32bb-4a58-8e79-49e5605dafe6,51175614-4fa0-49bc-9123-1e0e6f4d36fa,fafa2f18-f005-43a6-bd93-8f7d7312b6f4,22912.98,1,2026-03-25 03:28:15
25704212-1baa-48a6-b676-8b03ffc98e2c,51175614-4fa0-49bc-9123-1e0e6f4d36fa,b9b75a33-dc12-47c3-9f3a-c061dfd2b6ef,14757.98,1,2026-03-26 03:28:15
294fd9ff-d2c6-4bd7-be12-8894b719310b,32790618-def6-477d-ad63-dafcc0ec9cb0,d24b6931-04cb-4b36-be6a-aea7cffd4d1d,2791.8,1,2026-02-20 17:59:43
4b9957f4-e433-4cb2-b7fc-2c290916114a,32790618-def6-477d-ad63-dafcc0ec9cb0,e14551bd-1600-4cd4-89dd-49916e81ae31,212.58,1,2026-02-16 17:59:43
92689f5c-89bd-4140-8932-4023e43b5df4,32790618-def6-477d-ad63-dafcc0ec9cb0,e6a7d74a-ee6d-4663-a01d-c8cac5502d57,4754.55,1,2026-02-19 17:59:43
b798f789-ef76-4561-9dde-4146413a98cb,32790618-def6-477d-ad63-dafcc0ec9cb0,be60e060-3a52-488f-beba-961dd5b4ff13,4749.5,1,2026-02-18 17:59:43
6e7b7a05-59b9-4bad-b0d9-762ba075afc9,32790618-def6-477d-ad63-dafcc0ec9cb0,6e9a5c2b-d12b-4ee1-a236-278b03150ab7,3235.93,1,2026-02-19 17:59:43
f17eeecb-4cfb-411e-8a2e-e1ad923661bf,32790618-def6-477d-ad63-dafcc0ec9cb0,c14609d7-3c19-4b67-a18d-eee2fddf5adc,6778.95,1,2026-02-18 17:59:43
6f404c8d-e52e-4935-a003-c8d9c4340bea,32790618-def6-477d-ad63-dafcc0ec9cb0,456cc17f-1208-4657-ae35-3214aa663e3c,2933.08,0,2026-02-19 17:59:43
7a713a8b-9416-4890-a65b-1d64eeee59f2,32790618-def6-477d-ad63-dafcc0ec9cb0,287bd990-273c-4178-970e-25084e4130e4,5248.89,1,2026-02-18 17:59:43
4ff8056d-1d98-4eb7-87ee-b6499f9f44e4,0b504606-5303-4a04-8d08-edf95c9c3a2f,d24b6931-04cb-4b36-be6a-aea7cffd4d1d,2791.8,0,2026-03-21 17:59:43
324eb1b0-1822-4a1b-99ec-c483faa85bcd,0b504606-5303-4a04-8d08-edf95c9c3a2f,e14551bd-1600-4cd4-89dd-49916e81ae31,212.58,1,2026-03-21 17:59:43
b4e9857f-0daf-44d5-8f18-4af9fb37bbba,0b504606-5303-4a04-8d08-edf95c9c3a2f,e6a7d74a-ee6d-4663-a01d-c8cac5502d57,4754.55,1,2026-03-22 17:59:43
fb029f4c-6d9c-4086-af3c-a060f48f32d4,0b504606-5303-4a04-8d08-edf95c9c3a2f,be60e060-3a52-488f-beba-961dd5b4ff13,4749.5,0,2026-03-18 17:59:43
80a7bea6-35cd-492a-9cc1-9ffe84c277ac,0b504606-5303-4a04-8d08-edf95c9c3a2f,6e9a5c2b-d12b-4ee1-a236-278b03150ab7,3235.93,1,2026-03-19 17:59:43
7200f051-a7ae-4a64-8040-5505733e7272,0b504606-5303-4a04-8d08-edf95c9c3a2f,c14609d7-3c19-4b67-a18d-eee2fddf5adc,6778.95,1,2026-03-21 17:59:43
83e775fc-056c-4f76-a468-fc17fe6dd24e,0b504606-5303-4a04-8d08-edf95c9c3a2f,456cc17f-1208-4657-ae35-3214aa663e3c,2933.08,1,2026-03-20 17:59:43
