pledge_id,project_id,backer_id,amount,pledged_at,status,voting_power
59e81e53-b6fd-4c47-af21-ca4a34a1829b,737cd8f4-dbbe-4159-94b6-c3fc1f6d86bb,a043fcb7-d3b1-4589-a74e-8daf11d79f73,1391.76,2025-02-02 05:04:47,1,1391.76
cac6e216-62ae-4e93-8a7e-805af520b65e,737cd8f4-dbbe-4159-94b6-c3fc1f6d86bb,057862a1-1617-45b0-8a06-ba37946f09c1,536.24,2025-02-22 13:24:02,1,536.24
f55ece60-31ac-4c49-8506-b4a58e25820f,737cd8f4-dbbe-4159-94b6-c3fc1f6d86bb,2960e7aa-d228-49e9-9848-97fe43c20eba,189.74,2025-01-24 03:23:15,1,189.74
a70f442d-1bea-44c4-a69d-d68b380c85a1,299f85d3-bf7a-47f1-bcf5-65fa7d224dee,6e4190a1-438c-4d68-bf45-47713b7886cd,77.49,2025-08-14 01:37:02,1,77.49
37b0d92e-0a73-4222-818b-61344e0db997,299f85d3-bf7a-47f1-bcf5-65fa7d224dee,45803532-ed14-46d1-8668-4943cf68c6c6,1374.07,2025-07-30 20:13:10,1,1374.07
32776f08-d744-4768-a4d8-e5c8c4aa44e9,299f85d3-bf7a-47f1-bcf5-65fa7d224dee,a3776bda-cd80-4452-9d7f-9077831c9eed,812.42,2025-08-13 16:50:49,1,812.42
a383b87a-458c-4ac3-be58-821175b2020f,299f85d3-bf7a-47f1-bcf5-65fa7d224dee,8b822a09-f77b-48a5-b18e-e2c61eeb7e1b,1771.55,2025-08-13 07:15:04,1,1771.55
ccf3ba1d-24c3-4ab0-8fb1-410ffb8fd1f4,299f85d3-bf7a-47f1-bcf5-65fa7d224dee,1b7a123a-c696-46a7-ba70-419342b6b3a7,1883.12,2025-08-03 08:56:58,1,1883.12
1d1effa6-e9ee-476a-8cbc-232d5b42b8e5,86e41613-0fcb-4de6-b0d0-f6fb4153bdfd,d096c6b5-f10c-4e03-a310-d3416c46c51d,1453.45,2025-01-16 03:13:12,1,1453.45
75c9138b-71bb-4815-91db-8e48892e5f5d,86e41613-0fcb-4de6-b0d0-f6fb4153bdfd,45803532-ed14-46d1-8668-4943cf68c6c6,1370.4,2025-02-18 10:14:16,1,1370.4
d0ba507e-fc10-4f02-980a-bdaef7f532b4,86e41613-0fcb-4de6-b0d0-f6fb4153bdfd,5eaff0fb-194c-4a44-9ece-65401d0279b1,766.7,2024-12-07 02:17:39,1,766.7
59132770-de1d-4dae-98ac-844c3273436d,86e41613-0fcb-4de6-b0d0-f6fb4153bdfd,e9ec24d2-a494-40d2-a387-f20531134d8e,2173.98,2025-01-20 16:55:42,1,2173.98
975c3448-dae6-448c-8c93-ed32d2fca811,b351700d-becc-4065-bae8-57d6b18c94b9,b11c3806-fb48-44bc-b048-9543e0c754a4,2903.51,2025-09-14 19:01:29,1,2903.51
d0019ebe-a344-452b-ae82-d4037d82d90e,b351700d-becc-4065-bae8-57d6b18c94b9,c157b3c0-ce0e-4d08-aac8-bbe1fc69cc56,1890.02,2025-07-31 17:08:01,1,1890.02
e7e19866-a4a2-4686-88d1-e388a5d19c33,b351700d-becc-4065-bae8-57d6b18c94b9,059c6788-9cb8-476a-888e-f5dcca662832,2235.95,2025-09-20 07:35:35,1,2235.95
ab054fd5-a8bf-41c1-b5ef-1f4f9b00a9cb,cea80e12-2bd3-4e92-80d2-6646683ef4e7,f83a4c34-3f89-450a-9fd4-6fca8234841f,11985.94,2025-03-04 19:21:13,1,11985.94
908cbe3d-0a42-43a3-ab54-a30dcfc42e5c,cea80e12-2bd3-4e92-80d2-6646683ef4e7,3c627863-0b18-43cc-87b3-f7260ddb9782,10510.59,2025-02-27 15:10:19,1,10510.59
853852e9-2d10-4fd0-9695-ae941749bb69,cea80e12-2bd3-4e92-80d2-6646683ef4e7,c020c515-02e1-4360-929d-48cdd6f467b9,10398.46,2025-02-25 11:09:14,1,10398.46
a4f4b10d-4bfc-4be0-a3d8-1f8663947e4f,cea80e12-2bd3-4e92-80d2-6646683ef4e7,f242844b-0ba0-4413-beb1-8454d0d50f4f,7941.8,2025-03-14 00:30:40,1,7941.8
b9f9fd6b-09c5-4f4b-af4d-3f43ed32d140,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,9c6920e1-9174-442d-a315-4dc3afb812b0,1557.84,2025-04-03 22:36:44,1,1557.84
c521a7c2-b86b-41f3-b038-816085dd2d60,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,4cb3a1ef-ad23-47b3-8023-891ea173a669,3977.72,2025-04-25 18:57:50,1,3977.72
7e12c085-ae40-408d-bfe3-ab68966bd4c7,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,27e55ed3-70d0-4dc8-b5a8-cceacef4e5d6,4346.11,2025-04-01 16:06:20,1,4346.11
b4d9ebf7-8714-4182-8a39-394885c2dd86,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,44cb1c0e-77a2-4c22-9de2-cc68af05ddec,2367.22,2025-04-08 22:08:58,1,2367.22
a8cd5ee9-d5a6-4279-965a-f446d43a9ecb,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,119c9a9c-19a2-4940-82e0-8b2ac20e9517,4160.16,2025-04-28 11:01:31,1,4160.16
56731d4d-e8e2-44ff-b6f5-c4edd14d6a4c,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,73b559c9-1e0c-416d-8c5e-d4a940b0207c,3751.39,2025-04-20 02:04:15,1,3751.39
4b2d043d-cec1-4f84-8f30-ed0e7bea0cf6,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,e5fe9c89-2fd1-4d33-985a-b9c1a7d3f459,3300.93,2025-04-08 08:13:28,1,3300.93
16c78aa9-2e2e-40eb-a355-09024a96d696,37ea3797-6f73-4aea-b0f4-802b00b9b1fc,c27603dc-b1f4-428c-9234-467eb8cd745f,1494.19,2025-03-28 17:48:49,1,1494.19
440871f1-16a4-4d48-be07-526933795068,27cd6ba8-78be-4450-ae89-64ba9a488831,cf87fc0e-b964-440a-a2cb-47b940159199,352.28,2025-10-13 04:38:20,1,352.28
68c74539-d113-4d61-8fb0-76b3127ba89a,27cd6ba8-78be-4450-ae89-64ba9a488831,6a7d6ff9-0f31-49a4-b14b-2b757bb98b4d,717.7,2025-09-17 23:17:48,1,717.7
463b867f-16ff-4ad7-ac93-17429ab330ca,8f5264e8-2a0b-410c-aa29-8425c7aa5112,287bd990-273c-4178-970e-25084e4130e4,13500.81,2025-03-10 09:35:40,1,13500.81
eb1f831b-6f14-4355-8e7f-348c30d6eb49,8f5264e8-2a0b-410c-aa29-8425c7aa5112,8c9c5b26-5f06-4457-9b39-511b388b698b,39110.88,2025-02-08 19:43:33,1,39110.88
94ae9fef-55a7-40c7-8a1f-fcb89c737bab,5ad16720-2f3f-47ac-bc5d-f03f61ea0fff,f38dfa37-fa61-49cf-92c3-4051079cf10e,5214.95,2025-03-09 03:50:44,1,5214.95
4d998c25-38f1-4f11-ac0b-48ac4c9fb808,5ad16720-2f3f-47ac-bc5d-f03f61ea0fff,8df31c27-a6cb-4d0b-a7f4-2f5328445e8b,311.82,2025-03-30 06:08:00,1,311.82
54b26fca-38ae-44f7-8747-6dd43c9b9339,fc1a7843-2a73-4cd7-bcb2-6bdde81f69a9,6676948d-9eef-4065-94fd-229c5bef62c1,2636.39,2025-12-28 05:02:54,1,2636.39
46206e25-63ba-494a-97f3-357af7ffb961,fc1a7843-2a73-4cd7-bcb2-6bdde81f69a9,96c27dd4-22c1-4790-8ab9-5b7d26fc5813,1552.33,2025-12-12 17:48:40,1,1552.33
44ae820e-91e5-45c2-ac76-6eb687bbc9ad,fc1a7843-2a73-4cd7-bcb2-6bdde81f69a9,7f89804c-155d-4fbf-88e7-b62743d65e52,9634.44,2025-12-02 21:42:58,1,9634.44
bc6b58ff-fc58-4978-b703-422a1210e103,fc1a7843-2a73-4cd7-bcb2-6bdde81f69a9,85fcf6e4-f978-47e9-9d63-66c808759e93,7791.38,2025-11-16 19:35:12,1,7791.38
b30a772f-ab25-4762-b6d7-d8b15d812112,fc1a7843-2a73-4cd7-bcb2-6bdde81f69a9,d4ca14ba-d5d8-4643-9bc4-ed26dd0e827b,7755.14,2025-12-19 03:14:19,1,7755.14
650f21db-ab62-4c63-bc0b-257745b9ed12,fc1a7843-2a73-4cd7-bcb2-6bdde81f69a9,7159ae07-d574-418f-b46d-af168eac505e,5635.15,2025-12-15 01:15:28,1,5635.15
0e8969ad-d067-45e7-a163-73d1fcba77c8,fc1a7843-2a73-4cd7-bcb2-6bdde81f69a9,abf2b27f-b1b2-4d42-a87d-c169a70156bd,4366.32,2025-12-27 21:17:04,1,4366.32
96b05842-a70e-41fd-a64a-7b1a43e0b11e,6dcb1c17-d80f-474b-b369-3e1733080178,6d396cda-bbfd-43e6-8960-3eab23c87846,1873.67,2025-09-11 17:59:15,1,1873.67
285873e1-464c-4f32-8795-ad10f93f29d9,6dcb1c17-d80f-474b-b369-3e1733080178,6a7d6ff9-0f31-49a4-b14b-2b757bb98b4d,1320.6,2025-09-08 08:44:23,1,1320.6
4c5ab8a0-b832-4906-93a2-af9c262d6d2d,6dcb1c17-d80f-474b-b369-3e1733080178,8b822a09-f77b-48a5-b18e-e2c61eeb7e1b,1293.55,2025-09-23 16:33:37,1,1293.55
412ade2e-ee0c-434c-b6eb-9b3dec30e09f,6dcb1c17-d80f-474b-b369-3e1733080178,60c7b902-3427-4213-8e49-a839f6223bc3,2172.65,2025-11-06 17:26:52,1,2172.65
7cbd15c6-9d7a-4a1b-9351-c793e290bd4c,6dcb1c17-d80f-474b-b369-3e1733080178,ccaae93d-3a75-4015-b14e-3e0ca0b785a2,1479.7,2025-10-03 16:56:11,1,1479.7
a40fd6d3-9d85-4acd-9a37-99b39e580f53,6dcb1c17-d80f-474b-b369-3e1733080178,9b48ce0b-eece-4c12-ae66-a0ce93a1bd5f,1438.62,2025-10-18 09:14:40,1,1438.62
4e208212-0651-4798-ae46-8fe6cbad220b,29298b00-8497-4fbf-b3b5-b8e9c900b636,20b3aa90-1009-40f9-bce6-ce8cb6147050,6098.64,2025-05-17 09:10:02,1,6098.64
ef211b55-2c77-4a2e-b340-1e91c7a7ca8f,29298b00-8497-4fbf-b3b5-b8e9c900b636,6e859689-d0cf-4b1e-94df-d29b8e417525,1719.61,2025-06-07 12:05:30,1,1719.61
0b44b9d1-819e-4d75-8bb6-bcfae9127ee4,29298b00-8497-4fbf-b3b5-b8e9c900b636,69e27336-fe92-407a-a3ac-7a02a12e4f67,4915.77,2025-05-09 19:26:29,1,4915.77
d06e95a4-bddf-498c-99b9-ef78571d5206,29298b00-8497-4fbf-b3b5-b8e9c900b636,31c9e78a-21cb-425f-95d1-a836cccbae88,4213.8,2025-05-18 04:58:29,1,4213.8
38c924ba-7a18-41b2-9697-be1164f41ac9,29298b00-8497-4fbf-b3b5-b8e9c900b636,d106b1cc-4f09-4515-ba35-e7afbbdbf825,4729.03,2025-06-05 23:15:31,1,4729.03
5102df8b-9b2e-4e36-b65e-539051abad33,29298b00-8497-4fbf-b3b5-b8e9c900b636,d255a9d1-4b00-4bcb-8100-4ae07b8c810b,5503.61,2025-05-30 02:02:03,1,5503.61
169e6f7f-9547-4fd5-b98e-0d044e98f5dd,29298b00-8497-4fbf-b3b5-b8e9c900b636,d24b6931-04cb-4b36-be6a-aea7cffd4d1d,3116.87,2025-06-12 19:43:50,1,3116.87
0cdcc074-b48e-4f50-9c70-49ba2ce1482d,0ba7866d-c5a2-41a0-b3f0-fa1e1b2223b7,01850775-b4e6-4fc6-81c1-7501823ce898,4789.59,2025-08-30 10:33:40,1,4789.59
45dacc34-c115-47df-abd7-ef2b3eda87c5,0ba7866d-c5a2-41a0-b3f0-fa1e1b2223b7,464856f6-61c8-4828-979c-bae7db455f69,9685.24,2025-09-08 12:25:34,1,9685.24
023143bf-aeac-4f28-ad64-28c829893656,0ba7866d-c5a2-41a0-b3f0-fa1e1b2223b7,1b4224a6-1b3d-48cf-bf18-21d9ff648077,6868.92,2025-08-02 07:00:15,1,6868.92
2d42c455-855b-4cab-a5f3-241253741b3b,0ba7866d-c5a2-41a0-b3f0-fa1e1b2223b7,80ef9c29-6e5f-4822-89bf-59f4df44d76a,11747.67,2025-08-06 10:25:41,1,11747.67
a47d00a5-912f-4751-ac6a-e04b22293e60,0ba7866d-c5a2-41a0-b3f0-fa1e1b2223b7,b82a1763-7329-4330-aaf9-0e2dfa71bcac,3337.61,2025-09-24 09:16:18,1,3337.61
ff633972-3214-4863-a275-cd0abc6c1dde,0ba7866d-c5a2-41a0-b3f0-fa1e1b2223b7,db79d599-3e5c-4350-9d5b-f35716769928,6223.92,2025-08-10 17:18:30,1,6223.92
3e9eae2b-2aa9-4967-be24-bb586c88bdfc,101b3fcf-bfba-4638-a3e9-bff1ac235162,e5a85689-376c-43e6-b6c0-7e47d9941d77,353.02,2025-09-05 14:28:10,1,353.02
f49d1a99-73eb-49f0-93c1-7d05112e19f3,101b3fcf-bfba-4638-a3e9-bff1ac235162,da6795fc-03cf-41ca-943a-82d36fd4c486,1044.58,2025-09-07 14:55:21,1,1044.58
03f907a8-2010-4331-9f35-af86d8fc551d,101b3fcf-bfba-4638-a3e9-bff1ac235162,17649975-7720-4add-ad85-ee5317ece074,1240.61,2025-09-06 03:08:14,1,1240.61
2b22c54c-8cc6-4ba7-89cb-37c23b751fe7,101b3fcf-bfba-4638-a3e9-bff1ac235162,1dc50c5d-5c7f-4c99-a1af-5470db846fc8,1291.43,2025-10-03 04:48:06,1,1291.43
07f0e8b8-5e90-4dae-8e2e-e7c68f45cc67,101b3fcf-bfba-4638-a3e9-bff1ac235162,43324907-0306-428a-83a1-b44da6fb0590,723.97,2025-09-05 18:02:40,1,723.97
8aa5f5aa-7a31-4e35-9a15-cc9c4f4b533f,101b3fcf-bfba-4638-a3e9-bff1ac235162,765f200c-cc07-46a7-8b23-28ac9ccc6cdc,1736.72,2025-09-30 16:14:54,1,1736.72
576575cb-54ce-4127-a7b5-83e576b47208,101b3fcf-bfba-4638-a3e9-bff1ac235162,9e52ff72-0e3a-4503-a860-68add5ff4efd,1609.7,2025-09-26 08:13:05,1,1609.7
ca83eec4-f629-4746-9ed3-c3ac0356341c,17c31bd6-deeb-498a-84bb-83458d8bc0ed,0e889512-09c3-458d-aacf-43042f16e885,8596.55,2025-04-01 06:08:14,1,8596.55
4605cc03-6735-47b5-996d-b6a48649f5af,17c31bd6-deeb-498a-84bb-83458d8bc0ed,f13fd07b-f403-4eec-bcdd-91a8a61a2eea,6840.83,2025-04-04 01:17:17,1,6840.83
35f8d9fd-4274-4bcb-bae2-5797589ce121,17c31bd6-deeb-498a-84bb-83458d8bc0ed,a5e6c82b-6045-4a01-a83d-fcee2f418edd,8935.09,2025-04-02 03:38:22,1,8935.09
fa783ae4-2b4c-45be-8d6c-b106432803e7,17c31bd6-deeb-498a-84bb-83458d8bc0ed,aa858d48-cc3c-4db1-ab1a-51ee5e357ae8,9367.19,2025-03-30 23:47:59,1,9367.19
56dfcf0c-d704-4120-a533-bca5043f7b36,17c31bd6-deeb-498a-84bb-83458d8bc0ed,b1912e33-2c1c-440b-ab6e-ff763cd3a9bd,6270.39,2025-03-14 03:32:53,1,6270.39
