milestone_id,project_id,title,description,funding_amount,due_date,submitted_at,status,voting_session_id
7543485c-09dc-4e5d-b55f-6526126a37eb,e1da8609-0c40-44a6-b151-b60ed6ac60c6,Milestone 1,Rest professional left particular.,1864.11,2025-09-25 01:26:20,,0,15ef5659-8372-49c3-abbf-8ff4f6f17b5f
db091aa2-a8bf-46db-bcf3-994ec8f11df4,e1da8609-0c40-44a6-b151-b60ed6ac60c6,Milestone 2,His change perhaps trip media responsibility child.,1864.11,2025-10-25 01:26:20,,0,a8260a6a-8cce-435f-bd3a-75b5a8b8a068
8b232a3a-6c00-4456-aedf-bf0123b5d867,e1da8609-0c40-44a6-b151-b60ed6ac60c6,Milestone 3,Floor officer management seek.,1864.11,2025-11-24 01:26:20,,0,03957f4a-fbb0-4a3b-b7fb-1aaa5455e8f1
3296a765-a8a6-4f31-b798-8ca2fc27e6bd,8dd30019-a0b4-4291-a058-89adec540aaa,Milestone 1,Five modern human control personal down appear.,4461.98,2025-02-09 15:16:57,,0,28feb49f-9b14-42b3-8776-a54cd9be3699
91f8973b-b6de-49f5-a448-dfbd79a23044,8dd30019-a0b4-4291-a058-89adec540aaa,Milestone 2,Third professional test sense hope.,4461.98,2025-03-11 15:16:57,,0,2b1d17a3-c099-417f-add8-ed97591f0605
aa2fc5a8-af79-48c1-8cdd-8d2c8fe3ccf6,8dd30019-a0b4-4291-a058-89adec540aaa,Milestone 3,Forward lead although pull collection tonight compare second.,4461.98,2025-04-10 15:16:57,,0,3e250665-7704-44fa-ae37-bdbc6f504e68
11b4766a-3304-4d17-aaa3-09403842225c,8dd30019-a0b4-4291-a058-89adec540aaa,Milestone 4,Environmental consumer model leave hour cell.,4461.98,2025-05-10 15:16:57,,0,bd1a6a12-aa27-49fd-8e04-ffa311a240dc
a66f1cb0-b28f-4761-9d5c-452b9187ee8f,ca3f6c2f-e673-48ce-8575-fe5e624bcc83,Milestone 1,Family point plant card mouth office especially hot.,1143.11,2025-10-02 06:03:16,,0,9e7e2bf9-adc6-4939-ae5a-f6b4892e7be6
769dd6e6-319e-41b4-b77a-9c1477113b5d,ca3f6c2f-e673-48ce-8575-fe5e624bcc83,Milestone 2,Term create whether type various.,1143.11,2025-11-01 06:03:16,,0,e40c1ba3-aeca-4b5c-bd85-30cf623ffd4d
5ccc2d7d-c07c-4d4a-8399-54c8f4c4312a,ca3f6c2f-e673-48ce-8575-fe5e624bcc83,Milestone 3,If end range trouble cost seven.,1143.11,2025-12-01 06:03:16,,0,75f213aa-4619-4c8b-992b-93a1e348fb8b
fe4db214-4c5b-4537-9ece-2b85d1dee33b,88655aae-2f1b-48ba-aa4c-4f8e1c83ed19,Milestone 1,Concern war home why commercial watch develop.,7339.05,2025-04-22 14:58:29,,0,4d0211b4-3b64-4b22-97ee-8ca0d11b9967
4de5b464-40da-4612-a53e-dad9fc7f38d3,88655aae-2f1b-48ba-aa4c-4f8e1c83ed19,Milestone 2,Gas part rather bill team.,7339.05,2025-05-22 14:58:29,,0,5dc8a97c-6372-40b1-b71a-d9f2cee3737c
fa8b28b5-bf69-4174-a3aa-dceb1adc77af,88655aae-2f1b-48ba-aa4c-4f8e1c83ed19,Milestone 3,Blood represent hard agent position million what.,7339.05,2025-06-21 14:58:29,,0,892ffd46-0604-4684-a6e6-bdc25663956d
346dbff5-1cda-4b36-82dc-3b5804f1f111,88655aae-2f1b-48ba-aa4c-4f8e1c83ed19,Milestone 4,Food particular series significant expert energy account.,7339.05,2025-07-21 14:58:29,,0,e00111fd-d19f-44bf-a4c7-32b3c9195271
02ee3f34-002c-435b-9457-eaa1736d0459,88655aae-2f1b-48ba-aa4c-4f8e1c83ed19,Milestone 5,Physical build push mention officer.,7339.05,2025-08-20 14:58:29,,0,aa67c615-1b8f-4f57-b5c9-ae0424753611
46aa0d28-5930-4831-889c-3ee332cbfd7d,91d21704-7e3a-4270-8863-1257a9436e12,Milestone 1,Trial out close current.,5546.71,2025-05-25 00:59:17,,0,dfdba342-028a-4d38-a3eb-a05e1acea6e5
b409812a-f5a8-406c-aa6b-1315152e719d,91d21704-7e3a-4270-8863-1257a9436e12,Milestone 2,Old especially also stuff decision film.,5546.71,2025-06-24 00:59:17,,0,57c1f710-f579-43eb-96b4-b891101474b4
8b61c588-cb87-4ef9-93ed-a1522017c63e,91d21704-7e3a-4270-8863-1257a9436e12,Milestone 3,Family blue still dark describe community.,5546.71,2025-07-24 00:59:17,,0,1f2b513e-79c7-4e16-91ba-349ce4f0e1c1
3afd9b19-8f98-41bd-bf07-245cd96941f4,407d5478-1c3d-4d59-ad69-76a9f7ab2576,Milestone 1,Though stage live suffer modern draw international surface.,504.67,2025-11-02 10:24:39,,0,41067d55-d95a-45e9-a2d0-025c66b18cc7
3572c349-7eb5-45d8-827b-ebb75085544e,407d5478-1c3d-4d59-ad69-76a9f7ab2576,Milestone 2,Administration per well.,504.67,2025-12-02 10:24:39,,0,d9be2298-b493-4031-9975-64720afc9519
dfbbc3ea-c8e4-4a92-8e0c-93cce452e98c,407d5478-1c3d-4d59-ad69-76a9f7ab2576,Milestone 3,Recent poor board wear.,504.67,2026-01-01 10:24:39,,0,7e7e8894-9d4b-42d3-b417-93f02a6b7be6
f6517eb0-fa5a-47b2-96e2-6644e517f12c,407d5478-1c3d-4d59-ad69-76a9f7ab2576,Milestone 4,Along government lead past.,504.67,2026-01-31 10:24:39,,0,55639010-7f2f-4180-a220-62b1712bb757
1d5b21be-b686-4c37-99e6-f02cd9b8ecb9,407d5478-1c3d-4d59-ad69-76a9f7ab2576,Milestone 5,Receive model no painting.,504.67,2026-03-02 10:24:39,,0,900890df-44a4-4c0c-9360-33d56d2aec5d
640bc1ca-26a9-4bae-b67a-dbbc07080035,a77b3501-7e9a-44a6-b326-7179c8ed84b1,Milestone 1,Serious according guess dog.,11169.32,2025-04-16 17:44:55,,0,cc9e624f-f7b3-41bc-a70d-8b9a2df39a4a
2f7ff79c-a78d-440a-91b1-269d0f0d757e,a77b3501-7e9a-44a6-b326-7179c8ed84b1,Milestone 2,Money task give clear carry former speak.,11169.32,2025-05-16 17:44:55,,0,14b3f39c-1b5b-4445-a414-a9ed9bcc738a
b578c15b-4d66-4ab4-88ad-a086ff37a269,a77b3501-7e9a-44a6-b326-7179c8ed84b1,Milestone 3,Indicate western tell on indeed senior.,11169.32,2025-06-15 17:44:55,,0,3f88efd4-02ab-4456-b732-8e416a1d1e46
7ae703a2-8659-45ca-93c7-c601a36adc76,a77b3501-7e9a-44a6-b326-7179c8ed84b1,Milestone 4,Kind fear cold manage full front scientist.,11169.32,2025-07-15 17:44:55,,0,9dcfe6bb-8deb-4fee-8d22-1552b4fb63e9
85ee2e87-4fae-4f68-aab9-4b2dcd56621d,a77b3501-7e9a-44a6-b326-7179c8ed84b1,Milestone 5,Must fund open who someone.,11169.32,2025-08-14 17:44:55,,0,eb384584-7114-4003-8b2e-ee12aec24a09
26e90f97-d97f-4299-a5f2-d62f5d3c67c3,72394f2a-fd52-47ce-9475-f73ca02d0738,Milestone 1,Skin success explain maybe fight pass.,2963.76,2025-06-06 08:57:44,,0,093bdeae-96af-49cb-a114-297d51d4fae7
8b491226-fe71-44fc-b102-b5a90f29c547,72394f2a-fd52-47ce-9475-f73ca02d0738,Milestone 2,Whose speech into forward.,2963.76,2025-07-06 08:57:44,,0,16ed4ab3-d2f7-4e65-936f-009f1b44cefb
d698305e-fcca-409d-99a5-5f6043097c82,72394f2a-fd52-47ce-9475-f73ca02d0738,Milestone 3,Usually according always choose.,2963.76,2025-08-05 08:57:44,,0,96a3e8da-35c5-4497-ad9b-92f5d76ad476
7249bbb9-5131-40fd-aaac-9e11389f5d3a,72394f2a-fd52-47ce-9475-f73ca02d0738,Milestone 4,Head director positive discussion when.,2963.76,2025-09-04 08:57:44,,0,6b25b01a-8b1e-4d2b-98ec-037212f6c513
5752aba3-a653-4de5-8ed7-bc3d49889d96,d8c8230a-12e8-4bb1-8e19-3dd0730e5bf2,Milestone 1,Poor stay yard break.,9887.5,2026-02-09 10:38:43,,0,b70e1ec0-05cd-42f0-bd20-02b9fedd3697
eda93d69-60ac-48ae-b098-6f472c527783,d8c8230a-12e8-4bb1-8e19-3dd0730e5bf2,Milestone 2,Than attorney accept future almost daughter.,9887.5,2026-03-11 10:38:43,,0,c0f94d93-d3fe-490c-9ab5-982982c07e42
1cf42ee1-1f3b-4d22-a29a-8f062d78a0e0,d8c8230a-12e8-4bb1-8e19-3dd0730e5bf2,Milestone 3,New consider beyond field surface modern.,9887.5,2026-04-10 10:38:43,,0,183841cc-0897-4a56-9317-b11c1546aba5
f3f573a9-6886-4318-8d1f-4bdf9f27ca51,6e112f54-95ae-4e10-a82c-b31540586715,Milestone 1,History people respond century white real.,1568.17,2025-11-13 13:53:59,,0,0d4b5642-c92e-4903-bd8c-534642a8a669
9faf3808-738e-47bd-bbf9-8ecf1cbf7371,6e112f54-95ae-4e10-a82c-b31540586715,Milestone 2,Institution together small rest fall.,1568.17,2025-12-13 13:53:59,,0,ff6d2c6a-99dd-414c-8305-d308820d1dd3
620694d2-ef8e-4822-9b95-c0edaf936178,6e112f54-95ae-4e10-a82c-b31540586715,Milestone 3,Change according hand middle school cold.,1568.17,2026-01-12 13:53:59,,0,f625d999-25fb-4f37-8e64-edf5eee57bac
4e501db8-c96d-4e22-adf4-9deebc988361,6e112f54-95ae-4e10-a82c-b31540586715,Milestone 4,Explain wear attorney despite spend remain.,1568.17,2026-02-11 13:53:59,,0,7a68372e-7c72-427a-944c-462ff7a8dedf
84966c1a-cce4-4673-a752-5c883106324e,cefbd8fc-e517-41af-b494-c1cb3aa7565a,Milestone 1,Say couple as customer.,6843.61,2025-07-20 21:21:36,,0,ce91716c-dc21-463a-a7b5-703e3e07045c
eb33ea5b-3807-44ff-8b0b-9bdb3fb5b5c5,cefbd8fc-e517-41af-b494-c1cb3aa7565a,Milestone 2,These population phone perhaps.,6843.61,2025-08-19 21:21:36,,0,8ab0c049-69cd-4edb-b43e-52ac57c08ee8
846b047f-61bc-4a9e-b203-e9a4ac4b3add,cefbd8fc-e517-41af-b494-c1cb3aa7565a,Milestone 3,Help account bed each.,6843.61,2025-09-18 21:21:36,,0,c8cb91ae-dced-4369-8cbb-428a2ebea44e
0fae576d-b251-4381-9e23-f8d2e6045fab,cefbd8fc-e517-41af-b494-c1cb3aa7565a,Milestone 4,Majority daughter need generation mouth.,6843.61,2025-10-18 21:21:36,,0,745e9c85-78f6-44e9-bc04-58bbb66c825e
44388192-2063-4d0a-b734-37c68ee8699b,b95d766b-0a5b-47d6-bd56-8ba500110edc,Milestone 1,Identify relationship professor computer Congress glass less.,5498.3,2025-11-27 04:46:19,,0,a3dd35a4-f2d1-4bf9-b8ff-cad9d370fc6a
15b6389d-86c3-4a77-b98d-c53fca86b8a6,b95d766b-0a5b-47d6-bd56-8ba500110edc,Milestone 2,Section guy physical low her.,5498.3,2025-12-27 04:46:19,,0,9c970a5d-14ec-4a1a-83d5-3c6a95b0c959
105c04d9-e3fc-40de-826b-bad231736e39,b95d766b-0a5b-47d6-bd56-8ba500110edc,Milestone 3,Walk foot peace memory simply prove law.,5498.3,2026-01-26 04:46:19,,0,5d0b1854-b012-45ee-8b79-514623063273
ef3620c9-8a4c-4e99-9867-0673a4cfa914,92ad9815-bd20-4eb1-b7f9-e1271f869c96,Milestone 1,Drop bill apply than responsibility whether population.,2633.84,2025-11-29 18:29:25,,0,63e8fca9-6c32-4c9e-9a89-2e47fc7e662e
a97a2cbf-616a-4d8f-b6e8-f5977976a58d,92ad9815-bd20-4eb1-b7f9-e1271f869c96,Milestone 2,As reach cup skin.,2633.84,2025-12-29 18:29:25,,0,cd788982-634d-4536-acf2-c09c9c4ed52c
bd9b99cd-c02c-41dd-9b74-eb9c9859c550,92ad9815-bd20-4eb1-b7f9-e1271f869c96,Milestone 3,Understand pretty whom what unit.,2633.84,2026-01-28 18:29:25,,0,b9f799f5-c853-4a96-af45-25d491768c3a
61c54b86-acbe-4169-9437-4d941b7b1e93,92ad9815-bd20-4eb1-b7f9-e1271f869c96,Milestone 4,Consider choice western travel degree in.,2633.84,2026-02-27 18:29:25,,0,57ba6d3c-8100-455c-a6af-6412302ea516
010825bd-3d5f-4efd-b4fc-dcb252457591,92ad9815-bd20-4eb1-b7f9-e1271f869c96,Milestone 5,Western run son price.,2633.84,2026-03-29 18:29:25,,0,c5aaee7d-4cf2-4979-87e2-c04778e8db68
af4e194e-16c1-49f0-ab76-fe8f68772b29,a0a98438-7f3f-42b6-9ff1-a9eb146237a8,Milestone 1,Away field network century to foot hair who.,10254.27,2025-06-18 03:28:06,,0,07753b02-e236-4d2a-af37-73e10b34a997
971c24a5-c937-4154-82a4-f528a8476073,a0a98438-7f3f-42b6-9ff1-a9eb146237a8,Milestone 2,Talk music floor vote environment business right.,10254.27,2025-07-18 03:28:06,,0,c4a5bfb6-6492-4483-94bc-ff86db772f79
62bcfd53-a789-42f1-8ae0-cc127eaa8539,a0a98438-7f3f-42b6-9ff1-a9eb146237a8,Milestone 3,Say think despite space face walk number.,10254.27,2025-08-17 03:28:06,,0,23a77425-b763-4e46-b95d-7c4d18e91d6a
be09b5f8-8aff-4638-b536-08e0d4e8234b,a0a98438-7f3f-42b6-9ff1-a9eb146237a8,Milestone 4,Tend officer well marriage resource.,10254.27,2025-09-16 03:28:06,,0,8d2ef57c-e3b6-4f94-a252-504552054c94
c4579d22-96c5-434a-bab6-e431d44ffe2f,a0a98438-7f3f-42b6-9ff1-a9eb146237a8,Milestone 5,Congress land station team.,10254.27,2025-10-16 03:28:06,,0,0ff690b1-e7c3-4559-9d3e-9a9b64f84ed8
1448b810-f854-4bd9-8c51-f18ac457dc1d,6bd73261-aacc-4135-9e38-c5fe0c31315b,Milestone 1,Able number key class former project.,4142.2,2025-03-22 09:08:30,,0,445f6984-63fa-4a6f-9994-4ceab6248d3d
b87e6fb8-6c34-493c-8b64-7ab0d7dd7214,6bd73261-aacc-4135-9e38-c5fe0c31315b,Milestone 2,Life money marriage both make time force often.,4142.2,2025-04-21 09:08:30,,0,a6f2ab54-ebf5-4963-a72e-875ee79d2d28
221d2923-afd9-4ea9-8efe-edda743d1b56,6bd73261-aacc-4135-9e38-c5fe0c31315b,Milestone 3,Watch million candidate agreement push will care.,4142.2,2025-05-21 09:08:30,,0,8483323d-f874-4fa3-b70a-5fe87f540985
11883086-98b4-4be8-98c2-33287c4b1fd7,6bd73261-aacc-4135-9e38-c5fe0c31315b,Milestone 4,However so television nature community third.,4142.2,2025-06-20 09:08:30,,0,2c930ee6-d44d-4df1-a9fd-dff1fae0b4ef
b120a3d8-cd8d-40aa-9f83-d51acff84e58,25ad1fbf-b93d-489d-9ccf-3256d70215fb,Milestone 1,Set major specific rather letter.,1498.46,2026-01-14 15:57:24,,0,ee86bdca-804c-430c-b84e-a13cc9a8e627
1cab4425-a205-4eda-a945-191c06da7c62,25ad1fbf-b93d-489d-9ccf-3256d70215fb,Milestone 2,Media notice glass decision science relate head.,1498.46,2026-02-13 15:57:24,,0,880c0b72-d188-411f-b213-a0743aa9a621
