project_id,creator_id,escrow_address,title,description,funding_goal,current_funding,deadline,created_at,status
25ad1fbf-b93d-489d-9ccf-3256d70215fb,5ce35111-af86-408d-a4a0-a2b47c2a069d,0x5a7f4fdc11d04aa33244fd26be037fd7580d0eb0,Managed asymmetric parallelism,"According police event company. Report sense carry control high network amount. Strong fight nice less agree.
Enjoy what strong line.",16453.71,7492.28,2025-12-15 15:57:24,2025-11-04 15:57:24,1
eb70e41c-3b6a-4624-b295-b33086ebe7f4,9c9dea8e-8c4f-40ff-8f37-2834cc75853f,0x41042f714d8ccfce7982b039a9c0408349bedfbf,Phased system-worthy capability,Run adult employee ok certainly leave really. Clear evening information treatment green face. Police baby create physical share out cold.,12067.77,8635.48,2025-06-09 21:56:23,2025-03-12 21:56:23,3
7fbaeaf7-508b-4846-ab38-ba0d7b66f135,c8217145-ca5b-429d-b3f3-a13b0491b405,0x8293a222e553cd1c164d9cc4f78b320c833f35fa,Public-key transitional neural-net,"Leave baby standard type look find. Catch kind would mission wide common.
Season budget campaign. Read film decide wonder.",140403.85,108292.20000000001,2025-11-24 15:23:25,2025-10-21 15:23:25,3
4d444856-9cbe-45a8-98ed-79d6395c6daf,337bcc40-715b-407e-9a48-321bb78a2f3e,0xa36406c207b064f7bb866808298385638ee99496,Exclusive contextually-based secured line,"Before suffer walk. Girl civil may rock drop now between official. More respond who.
Above rise under turn surface listen recently. Keep whatever Congress great.",21731.17,28284.75,2025-10-13 11:08:15,2025-07-24 11:08:15,2
5b91b314-4547-4e00-ab02-766b1b836b98,0675aa42-8db9-441d-af6b-f47fd9469a29,0x217c64b23f0ad687a53847c4ee98cabba7acdcee,Organic directional neural-net,"World into task thus sort. Conference your man black just probably. Budget house reason within.
Hair current customer such. But study rise everything require old.",7648.69,5257.43,2025-05-12 22:08:42,2025-04-02 22:08:42,3
e7144c3a-cb3e-4654-a09c-671669489706,c8217145-ca5b-429d-b3f3-a13b0491b405,0x16c705bbc0a2ec210af3b89ce1e81ba2556b0bf7,Assimilated context-sensitive implementation,Check perform benefit baby seem should. Dark product make energy gas teacher national. Wrong they budget. Fire heavy least allow news team field.,50138.52,18844.93,2025-02-19 05:58:02,2024-12-29 05:58:02,3
b048710e-44d4-4f87-a560-0e24b3d58de1,93fa61d7-5b0f-42c0-a78d-40bdd49b176b,0x17f20269f16fe4f45371a4076efa53aca10307b5,Visionary executive Graphic Interface,"Opportunity campaign hand. Agree through game best generation group goal product.
Possible or travel assume figure. College Mrs also price institution method.",6497.39,3101.3,2025-09-01 08:19:28,2025-07-30 08:19:28,3
4787ddc6-c12f-4e4b-ade4-bf5d367ecbfc,f51ba6a9-ab7a-45c7-a446-057ae856402c,0x8b715f4f94fff23258401c47549c99fd8939fb3c,Public-key didactic forecast,"Father of source. Sea begin such behind front attack song little.
Somebody prepare few sound item music. Increase economy middle public natural.",27142.7,33144.600000000006,2025-03-31 00:04:27,2025-01-01 00:04:27,2
a6c04773-1dd4-4ebd-b3d7-945d65bd7fbb,237e2d37-0c2a-4cf0-ab66-6497c0b01ad3,0x4085f59686ffb8f6982afaa6480b8a09e756e139,Visionary intermediate open system,Mission hair challenge character. Such improve team treat plant. Environment expert civil rather door draw. Court early still less.,3103.64,2221.27,2025-09-24 15:20:02,2025-06-27 15:20:02,3
9e43b28a-45f6-48e5-b8f7-7d1be0626507,3ca4d9df-a59b-423b-b0ff-21876d19246c,0x26d0f291dd0c81ab19a1f72f7a851bb5b1a58178,Open-source high-level secured line,Wall right cell born same usually. Professional oil simple moment market bed outside.,5836.08,7389.879999999999,2025-06-24 11:23:49,2025-03-28 11:23:49,2
3dab9c40-97e9-4fcf-9623-716089aeb7cd,d70a48b4-4655-4484-92aa-582846362d1e,0x30cd52e0437aac6bc93a47bbf5233bc6ccd6e782,Multi-lateral methodical structure,Again whom paper success production. Real small dream. His police red total rate movement door.,26818.88,68244.18,2025-12-18 07:59:11,2025-10-03 07:59:11,2
40f52fe3-8376-4c79-ac83-8e219b5b1c2c,1f6c1952-4b79-4f83-9eec-1746b8a5d643,0xf712a20c3122489c691bfea8a918bdf17a44018b,Universal interactive attitude,"Media goal own spend scene. Receive seven political contain kitchen political able.
Figure office book economic require should power candidate. Rate society floor long same end reach step.",46095.31,87692.0,2026-01-07 13:36:35,2025-11-27 13:36:35,2
b6135465-2c8d-418b-af56-383697c09b4c,d0085a3b-3602-4da5-8169-a3f52bf54e13,0x49f23e0fc93e4e19bf2340ccef1dd377f1994c80,Down-sized actuating initiative,Outside chance when color note add. Itself turn law purpose budget require course. Explain management candidate task outside. Risk country Congress society agreement.,26143.82,48951.22,2025-04-24 18:00:17,2025-02-17 18:00:17,2
8358a280-bbfe-44f7-a9a2-6a640c63a233,dad8a2f4-ff3a-44e8-be60-921fb7b262a4,0x8c467f13efe36ddf10ae668280996e4c4fd0b919,Universal human-resource strategy,Eight believe arrive four dog traditional you vote. Remember special accept mean herself within provide car. American conference college manage fund life bed.,19620.92,33128.659999999996,2025-07-20 03:30:30,2025-05-06 03:30:30,2
32f6ebb3-af18-4246-8f05-21ce029824d0,b8bc32d6-d902-4877-aea0-364950e4960e,0x37f0685089879345f99cb6ba8b3079aa1a40f543,Organic actuating core,"Discover along employee. Job yet until American ground remember magazine.
Suffer term buy behavior. Congress collection meet evening through. Defense your above short Congress turn east marriage.",16299.61,24515.84,2026-01-05 03:38:29,2025-11-26 03:38:29,2
23741de7-fc78-4839-a170-0350c3cbe4e3,9c9dea8e-8c4f-40ff-8f37-2834cc75853f,0xef5ef4ec46a1e708bc503161b413aa45faafa6fd,Managed 6thgeneration projection,Foot rule same whatever notice deep any. Follow area audience weight high. Effort drive side human after decade. Single expect sell pressure building make.,5021.47,10271.88,2025-09-15 12:24:54,2025-07-21 12:24:54,2
af8106ad-886d-419a-a2f0-653eaba26131,912c19d6-8430-4ba9-91ad-8474c4b1ab8e,0x8b906338276ee895ce7352ffb74e9b24461a45a6,Stand-alone systemic structure,"Money positive base life bad soon feel. Range feel eat into.
Necessary true message. Interesting behind produce nothing effect effort bank. Administration scientist leg skill successful and indicate.",10723.1,3726.87,2025-07-11 18:23:41,2025-05-31 18:23:41,3
a71c15b3-610c-40bb-b7b4-c3d5f82b7da9,b005b99d-ce79-4654-8297-741b9e8667e9,0x725e693f0b254a5d9e13dcf2094cc8f83589436b,Public-key 3rdgeneration ability,"Actually pretty least if. Rise field spend pattern real white push source. By add born administration.
Decide possible power. Success teach Mrs beat show challenge.",13896.07,28954.629999999997,2025-10-09 06:39:16,2025-08-21 06:39:16,2
c3345cb1-a90b-4db5-8589-2ef8ceb326bd,d0085a3b-3602-4da5-8169-a3f52bf54e13,0xf8832109880a114ad7323ef28535b664b9dd1866,Upgradable neutral frame,"Hundred message right very toward test discussion.
Affect office network environmental possible threat bring. Voice get recently again explain court gas discussion.",63393.86,108448.40000000001,2025-10-24 00:05:52,2025-09-15 00:05:52,2
fa7c8cd7-735b-4691-9603-0a0e65a5cc35,a4d661ee-b80c-49ea-bd6b-aa0df96011fe,0xe5fa24a4bbdc47197139fbfe23eab7a02b3279e5,Team-oriented value-added array,Community choose man soldier. Field decide another adult thing ground city. Allow as issue pay building difference election.,31058.2,65485.229999999996,2025-10-27 06:01:15,2025-08-01 06:01:15,2
858be3d6-f218-4e1d-898c-28fd9903c6af,3a419900-fc25-458a-9578-b8d2581810d6,0x17b45e9f507be2775949b580e74177b0cff27cbc,Implemented tertiary intranet,Run between positive free case summer keep. Shoulder according strong list expert commercial. Head senior guess professor charge.,3778.04,3835.67,2025-06-29 04:44:40,2025-04-22 04:44:40,2
b6dbe601-5192-4c9f-9f3e-beba4950da01,6bc8381d-3be8-4ee5-b96e-429946f93e02,0x308a99e7c595d5af84dbd2e488b683577f72039b,Switchable secondary collaboration,Within woman sometimes then. Information though red them return. Training account evidence month turn record.,30457.39,11049.85,2025-07-08 11:32:14,2025-05-04 11:32:14,3
89996806-0232-4078-9db6-b20394f29928,9c9dea8e-8c4f-40ff-8f37-2834cc75853f,0x7f9575bbbdfb3668fbfb2a7b9d79059439d2f4dd,Versatile scalable complexity,"Three music else.
Would book art health phone great. Series walk large.
Law work south. Not thus physical mouth other go expect size. Public research mind easy foreign old state.",14986.69,23454.92,2025-06-19 00:26:00,2025-04-03 00:26:00,2
f80b8690-b123-4c62-b95c-80ba69d874df,5fc782aa-89fa-4dbc-be88-49472464c216,0x307a6f040f90db955e686a2d7e9f435a390e3ed0,Universal logistical capacity,"Brother defense list second want hard weight. System book hard face mission brother figure hear. Magazine social central operation any.
Democratic standard major business give. Individual of not.",11193.38,22433.800000000003,2025-07-17 04:17:46,2025-06-17 04:17:46,2
88560acf-3ee5-48bc-9ef4-c0656d28f64c,a4d661ee-b80c-49ea-bd6b-aa0df96011fe,0xb8495bd64ef63d85de6a4f1931e08b2da53abfcd,Re-engineered responsive utilization,"Population popular be western my serious whatever. Country live to build view conference affect.
Stop stuff often be move. I and technology age join increase.",40606.21,72639.94,2025-04-12 01:40:17,2025-02-05 01:40:17,2
ed806347-ec02-4f17-8171-0897e8c87c83,3818205c-48aa-4a25-abd3-aaedac889e4f,0x8275f852c5625b5d68e4af9b44b1d2aab490cea3,Decentralized actuating customer loyalty,"Only manage sell his boy art let imagine. Ahead plant trial affect never only big.
Fight image base player. Situation central music collection early. Which new among spend which per.",61759.28,48621.229999999996,2025-05-01 22:09:06,2025-03-12 22:09:06,3
bdaf128d-8d8d-4449-bbf4-92201252cfd5,d70a48b4-4655-4484-92aa-582846362d1e,0xe2ac196197e141a86ec77e7e4e806a8decaf7e08,Diverse user-facing monitoring,"Feel house but cause. Your there decision measure soon this war. Woman remain event production focus.
Where foreign trial card two participant above. Pull including time.",55897.79,64169.88,2025-09-06 22:38:08,2025-06-18 22:38:08,2
f0d35dd1-4e1b-4fa0-967d-6179adac63e5,19cdcc23-e326-4705-801d-91c362c3ecb2,0xc9c38052d415e85cf23c13e0da70ef7d97ebae56,Ameliorated well-modulated focus group,Bed party field response doctor. Whose already manage region paper according worker. Book everyone matter color create school.,9516.5,10583.66,2025-01-05 09:18:08,2024-12-06 09:18:08,2
0579fc32-b840-4951-80a7-fc38b81e5bbd,7815691c-470f-4e46-9eb7-1f2db87b47af,0xd8825848ef3598f4e1966119de42288162f40d73,Synergized multi-state Local Area Network,"Military analysis return another truth mother. Accept create bank occur agent scene. When true culture forget as personal.
It agency something various subject east list.",16167.97,10719.79,2025-07-23 18:23:17,2025-05-09 18:23:17,3
a2db429c-e5ef-4386-bc5b-f65b59a1d242,ba47b8b4-eb4d-4092-9960-b6558f1792ea,0xabb44b4892ad342b9571de7ff99b3b6dbbd6928d,Innovative reciprocal product,"Big argue appear sure. Benefit sell do outside process action. Less into per big prepare put.
Military onto blue activity require or subject.",30676.85,26002.439999999995,2026-01-07 08:49:11,2025-10-10 08:49:11,1
9bf734e7-5233-4626-b52e-ee6751fe99c7,22fab76e-502d-40d0-8367-8c11e0cc0be8,0x3e365acd2e8297416e13969062955ac924a15db1,Programmable optimizing protocol,"Down standard nice area. Crime customer training size game property.
Realize system not friend federal forget bit then. Many turn police. Level defense lose shoulder spring.",58427.69,106425.95999999999,2025-06-17 23:46:28,2025-04-24 23:46:28,2
48a7a171-a043-4be8-aed6-629a367b12f4,d0085a3b-3602-4da5-8169-a3f52bf54e13,0x0147bd7d27ca637c18f651a1e2138bafe01f5f00,Ameliorated context-sensitive firmware,"Story case pressure. Full decision lay hard.
Wait with young think. Budget third capital couple. Her hear outside with each animal pattern.",13640.87,18839.010000000002,2025-05-19 06:34:59,2025-03-08 06:34:59,2
e23d1f75-a60d-416e-a127-a5f88ba95e00,3795ab42-18ab-4802-ab8b-c824e5626584,0x73e0388745fb33b88fd260d554f3212e32a9ee46,Multi-layered modular model,Focus hear reason resource. Listen ok point so power debate thus. Tell how fill thousand number very hear.,18294.23,24040.19,2025-10-12 06:31:57,2025-08-10 06:31:57,2
9c6debfb-aa99-4730-bbcb-3fa2cfea1c78,ecbabcb3-67c4-40ca-9426-4b4942b21919,0x935ae51172afc9be5375036e8b5252068a0b26db,Implemented motivating migration,"Skill unit better author. National free push. Few spring raise ever relationship.
Treatment across federal state situation identify if. Serious activity pressure writer week tend dinner rich.",7285.67,7340.41,2025-06-24 05:01:07,2025-04-21 05:01:07,2
196f1d04-eef4-4c21-bbee-144cf840efb0,22fab76e-502d-40d0-8367-8c11e0cc0be8,0x2ffd370abc10e3865b46061304d638b9aadb2e3d,Re-engineered clear-thinking function,"Special strong fund industry rate idea single.
For age size two child. Nothing sometimes trial off hospital high. As hit little forget while police.",6659.46,7033.860000000001,2025-03-13 10:37:13,2024-12-14 10:37:13,2
18ba7117-cbaa-4233-9abf-de7f132b323d,b005b99d-ce79-4654-8297-741b9e8667e9,0xc6c5ff02640690c14e15ff0059f7c0874d7ba9e9,Advanced composite Graphic Interface,Church book movie long attention western. Candidate day it report little. Offer financial data respond learn cut yard knowledge.,49638.69,41015.67,2025-02-27 01:31:56,2024-12-25 01:31:56,3
e5fac23a-6a2f-43db-9d65-110065023e47,8019ac6d-18d2-43f9-b065-ea0accb3442c,0x91c7ca10f3c4ae5d04ce68947855f42fee896a3e,Cross-platform hybrid standardization,"Those citizen think Mrs project.
Training in seven building hard. Mean single improve close.
And ago police put left gas human. However action boy true force.",85497.3,63612.38,2025-03-19 23:51:17,2025-02-11 23:51:17,3
e7dd5081-8e3a-4002-836a-398ec88ee456,337bcc40-715b-407e-9a48-321bb78a2f3e,0x1eadaf3fc88131bce8dca0b958b5ecbc826d940d,Synergistic national data-warehouse,"Student specific political. Hospital final appear above. Short up hear draw before instead.
Star quite as when benefit structure.",20496.1,30318.85,2025-11-19 04:50:06,2025-09-06 04:50:06,2
6b84e4a0-c0e2-4f47-9c1b-be4d44d44cb3,5fc782aa-89fa-4dbc-be88-49472464c216,0x44c3cfc795ba5fc2dd2ebfcbfcf4f62224007ded,Advanced human-resource data-warehouse,"At spring practice hard attack. In should matter wrong Republican. Commercial where outside wonder recent question win.
Compare seven reach within project attack. Part one him.",60086.05,56221.79000000001,2025-06-21 22:14:30,2025-05-07 22:14:30,3
ac457a61-8b52-4375-9a7f-b0000994e8e7,c8217145-ca5b-429d-b3f3-a13b0491b405,0xf3bcb27e33c2ba39f620b58ffd60e07f156910a0,Front-line uniform policy,"Care fish skin always social increase. Seek director run garden day. Trade professor eat.
Their miss contain picture ask man west appear. Voice by community nature.",31622.87,47689.369999999995,2025-03-22 03:02:21,2025-02-20 03:02:21,2
9ade0b06-7e85-42eb-ae9d-097c6c8e5456,a4d661ee-b80c-49ea-bd6b-aa0df96011fe,0x84f77b7ca1e29fd83aa447a40a5a40297f25882f,Multi-lateral hybrid implementation,"Kid measure same set standard soldier after. Into bar trade feel Mr need.
Herself figure exist no lose. Carry light choice couple actually may.",11555.08,5823.09,2025-11-20 04:10:14,2025-10-02 04:10:14,3
ec77ff64-8c25-450d-b7d8-981cc5261a73,7f6e2cc9-b4d9-4f2b-b6c5-c47c341e731b,0x48c7359f117d680651daa5e83770ece2d5e56171,Total analyzing projection,"Save drug alone spend piece put. End lay race effect. Official production claim bring begin represent his relationship.
Travel then coach interview reality may mouth. Only safe sell under thank body.",31615.27,26624.959999999995,2025-10-11 08:28:12,2025-08-06 08:28:12,3
59feae35-14f7-40c6-882d-97bd7c58ef55,3ca4d9df-a59b-423b-b0ff-21876d19246c,0x8a426119f8cfc41d0dfc57f451ba4082ef5401cd,Organized non-volatile data-warehouse,"Arrive consumer service else total. Key tree body player bag beat.
Ask ahead doctor magazine set. Article seem account.",102542.9,198710.00999999998,2025-07-15 22:43:46,2025-06-15 22:43:46,2
3b85035c-bcf7-4b66-84d2-b0a55a90ba63,a4d661ee-b80c-49ea-bd6b-aa0df96011fe,0x998a3da196aaf3e26412977faf04561a8168f339,Robust bottom-line moderator,"Happy peace probably little including. About point walk focus plant.
Question do machine school soldier give.",21251.31,24235.019999999997,2026-01-24 00:00:03,2025-11-27 00:00:03,2
45099bb6-4969-4697-b14b-c92c0ce9e6d4,e4b748ea-b24e-44d6-88a7-029201ef2750,0x5354755d57b50bdc7a504229712755748d051dea,Switchable tangible array,"Year ahead upon force himself exactly. Program week provide program two.
Somebody four difference office. Ask gas travel sea rise president size whom. Speak difference break because become scientist.",105307.89,138335.64,2025-04-06 22:34:50,2025-02-06 22:34:50,2
c0873ad3-9b97-4250-b4d3-68b86c69e769,4acb6a48-da7b-4002-8582-8163bf1337ce,0x6b30f8b39f4360c09dc41f253ab70b6feae77acc,Intuitive zero administration hierarchy,"Professional opportunity blood across system firm staff. Student matter lay own certainly.
Floor maybe read event summer off piece democratic.",1604.0,1679.1399999999999,2025-07-31 11:48:30,2025-05-02 11:48:30,2
8b4043d7-dc97-453d-8e42-83857207816d,d70a48b4-4655-4484-92aa-582846362d1e,0x91bfa90a438f6ff3fbdaf434493d16c7eca916d8,Switchable cohesive adapter,"Front question wrong serious hospital month. Executive type red nature best. Sell oil source sure report leader.
Case receive fact certain design security same. Gun task big.",50106.32,40930.58,2025-07-29 21:56:38,2025-05-03 21:56:38,3
